Category,QA Group,Question,Answer
Login/Account Related,How to reset password of my account,How can I reset/change my password?,"You can reset your password in the following ways-<br>1. If you are a logged-in, go to my Account section and select the ""Change Password"" option. Enter your Current Password, New Password and Confirm New Password. Proceed to change the password.<br>2. If you have forgotten your password and cannot log in, then select the forgot password option to reset your password."
Login/Account Related,How to reset password of my account,Can you help me reset/change my password?,"You can reset your password in the following ways-<br>1. If you are a logged-in, go to my Account section and select the ""Change Password"" option. Enter your Current Password, New Password and Confirm New Password. Proceed to change the password.<br>2. If you have forgotten your password and cannot log in, then select the forgot password option to reset your password."
Login/Account Related,Forgot password of my account,"I've forgotten my account password. Please help.
",You can reset your password by selecting the forgot password option. Enter your registered email id or mobile no. You will receive OTP on your registered mobile number and email id. You must validate the OTP to reset the Login Password.
Login/Account Related,Forgot password of my account,I don't remember my password.,You can reset your password by selecting the forgot password option. Enter your registered email id or mobile no. You will receive OTP on your registered mobile number and email id. You must validate the OTP to reset the Login Password.
Login/Account Related,Forgot password of my account,Forgot password,You can reset your password by selecting the forgot password option. Enter your registered email id or mobile no. You will receive OTP on your registered mobile number and email id. You must validate the OTP to reset the Login Password.
Login/Account Related,How to change my registered email id,"I want to change my registered email address. Please help.




","Please log in and go to your My Account page. In your profile, you will find edit option adjacent to your registered email ID. Select the edit option and enter your new email ID to change your email ID. Proceed to the next step and enter the OTP sent to your registered mobile number. Once you enter the valid OTP, your new email ID will be updated."
Login/Account Related,How to change my registered email id,How do I change my email ID?,"Please log in and go to your My Account page. In your profile, you will find edit option adjacent to your registered email ID. Select the edit option and enter your new email ID to change your email ID. Proceed to the next step and enter the OTP sent to your registered mobile number. Once you enter the valid OTP, your new email ID will be updated."
Login/Account Related,How to change my registered email id,How to change my email ID?,"Please log in and go to your My Account page. In your profile, you will find edit option adjacent to your registered email ID. Select the edit option and enter your new email ID to change your email ID. Proceed to the next step and enter the OTP sent to your registered mobile number. Once you enter the valid OTP, your new email ID will be updated."
Login/Account Related,How to change my registered email id,How do I change my email address?,"Please log in and go to your My Account page. In your profile, you will find edit option adjacent to your registered email ID. Select the edit option and enter your new email ID to change your email ID. Proceed to the next step and enter the OTP sent to your registered mobile number. Once you enter the valid OTP, your new email ID will be updated."
Login/Account Related,How to change my registered email id,How to change my email address?,"Please log in and go to your My Account page. In your profile, you will find edit option adjacent to your registered email ID. Select the edit option and enter your new email ID to change your email ID. Proceed to the next step and enter the OTP sent to your registered mobile number. Once you enter the valid OTP, your new email ID will be updated."
Login/Account Related,How to change my registered email id,Change email ID.,"Please log in and go to your My Account page. In your profile, you will find edit option adjacent to your registered email ID. Select the edit option and enter your new email ID to change your email ID. Proceed to the next step and enter the OTP sent to your registered mobile number. Once you enter the valid OTP, your new email ID will be updated."
Login/Account Related,How to change my registered email id,Can you help me change my email id,"Please log in and go to your My Account page. In your profile, you will find edit option adjacent to your registered email ID. Select the edit option and enter your new email ID to change your email ID. Proceed to the next step and enter the OTP sent to your registered mobile number. Once you enter the valid OTP, your new email ID will be updated."
Login/Account Related,How to change my registered mobile no,"I want to change my registered mobile number. Please help.





","Login and goto the My Account page. In your profile, you will find edit option adjacent to your registered mobile number. Select the edit option and enter the new mobile number to change your mobile number. Proceed to the next step and enter the OTP sent to your registered old mobile number. You will be asked to verify your new mobile number when you enter the valid OTP sent to your registered old mobile number. Your new mobile number will be updated once you enter the OTP sent to your new mobile number.<br><br>In case you lost your old mobile number, please send an email to support@abhibus.com from your registered email id. Our team will help with changing your mobile number."
Login/Account Related,How to change my registered mobile no,How do I change my mobile number?,"Login and goto the My Account page. In your profile, you will find edit option adjacent to your registered mobile number. Select the edit option and enter the new mobile number to change your mobile number. Proceed to the next step and enter the OTP sent to your registered old mobile number. You will be asked to verify your new mobile number when you enter the valid OTP sent to your registered old mobile number. Your new mobile number will be updated once you enter the OTP sent to your new mobile number.<br><br>In case you lost your old mobile number, please send an email to support@abhibus.com from your registered email id. Our team will help with changing your mobile number."
Login/Account Related,How to change my registered mobile no,How to change my mobile number?,"Login and goto the My Account page. In your profile, you will find edit option adjacent to your registered mobile number. Select the edit option and enter the new mobile number to change your mobile number. Proceed to the next step and enter the OTP sent to your registered old mobile number. You will be asked to verify your new mobile number when you enter the valid OTP sent to your registered old mobile number. Your new mobile number will be updated once you enter the OTP sent to your new mobile number.<br><br>In case you lost your old mobile number, please send an email to support@abhibus.com from your registered email id. Our team will help with changing your mobile number."
Login/Account Related,How to change my registered mobile no,Change mobile number,"Login and goto the My Account page. In your profile, you will find edit option adjacent to your registered mobile number. Select the edit option and enter the new mobile number to change your mobile number. Proceed to the next step and enter the OTP sent to your registered old mobile number. You will be asked to verify your new mobile number when you enter the valid OTP sent to your registered old mobile number. Your new mobile number will be updated once you enter the OTP sent to your new mobile number.<br><br>In case you lost your old mobile number, please send an email to support@abhibus.com from your registered email id. Our team will help with changing your mobile number."
Login/Account Related,How to change my registered mobile no,Change phone number,"Login and goto the My Account page. In your profile, you will find edit option adjacent to your registered mobile number. Select the edit option and enter the new mobile number to change your mobile number. Proceed to the next step and enter the OTP sent to your registered old mobile number. You will be asked to verify your new mobile number when you enter the valid OTP sent to your registered old mobile number. Your new mobile number will be updated once you enter the OTP sent to your new mobile number.<br><br>In case you lost your old mobile number, please send an email to support@abhibus.com from your registered email id. Our team will help with changing your mobile number."
Login/Account Related,How to change my registered mobile no,Change mobile no,"Login and goto the My Account page. In your profile, you will find edit option adjacent to your registered mobile number. Select the edit option and enter the new mobile number to change your mobile number. Proceed to the next step and enter the OTP sent to your registered old mobile number. You will be asked to verify your new mobile number when you enter the valid OTP sent to your registered old mobile number. Your new mobile number will be updated once you enter the OTP sent to your new mobile number.<br><br>In case you lost your old mobile number, please send an email to support@abhibus.com from your registered email id. Our team will help with changing your mobile number."
Login/Account Related,How to change my registered mobile no,Change phone no,"Login and goto the My Account page. In your profile, you will find edit option adjacent to your registered mobile number. Select the edit option and enter the new mobile number to change your mobile number. Proceed to the next step and enter the OTP sent to your registered old mobile number. You will be asked to verify your new mobile number when you enter the valid OTP sent to your registered old mobile number. Your new mobile number will be updated once you enter the OTP sent to your new mobile number.<br><br>In case you lost your old mobile number, please send an email to support@abhibus.com from your registered email id. Our team will help with changing your mobile number."
Login/Account Related,How to change my registered mobile no,Can you help me change my mobile/phone number,"Login and goto the My Account page. In your profile, you will find edit option adjacent to your registered mobile number. Select the edit option and enter the new mobile number to change your mobile number. Proceed to the next step and enter the OTP sent to your registered old mobile number. You will be asked to verify your new mobile number when you enter the valid OTP sent to your registered old mobile number. Your new mobile number will be updated once you enter the OTP sent to your new mobile number.<br><br>In case you lost your old mobile number, please send an email to support@abhibus.com from your registered email id. Our team will help with changing your mobile number."
Login/Account Related,Getting error stating that User already registered,"I am unable to register myself. I got an error ""User already registered"". Why? Please help.


 







","If your getting mobile number or the email ID is already registered error, then please select the ""Forgot Password"" option in the login page. Enter your registered email id or mobile no. You will receive an OTP on both the email ID and mobile associated with email/mobile you entered. Enter the OTP and proceed next step to reset your login password."
Login/Account Related,Getting error stating that User already registered,I am getting a user already registered error message while registering.,"If your getting mobile number or the email ID is already registered error, then please select the ""Forgot Password"" option in the login page. Enter your registered email id or mobile no. You will receive an OTP on both the email ID and mobile associated with email/mobile you entered. Enter the OTP and proceed next step to reset your login password."
Login/Account Related,Getting error stating that User already registered,Why am I getting the user already registered error message while registering?,"If your getting mobile number or the email ID is already registered error, then please select the ""Forgot Password"" option in the login page. Enter your registered email id or mobile no. You will receive an OTP on both the email ID and mobile associated with email/mobile you entered. Enter the OTP and proceed next step to reset your login password."
Login/Account Related,Getting error stating that User already registered,I am getting email ID already registered error.,"If your getting mobile number or the email ID is already registered error, then please select the ""Forgot Password"" option in the login page. Enter your registered email id or mobile no. You will receive an OTP on both the email ID and mobile associated with email/mobile you entered. Enter the OTP and proceed next step to reset your login password."
Login/Account Related,Getting error stating that User already registered,I am getting mobile no. already registered error.,"If your getting mobile number or the email ID is already registered error, then please select the ""Forgot Password"" option in the login page. Enter your registered email id or mobile no. You will receive an OTP on both the email ID and mobile associated with email/mobile you entered. Enter the OTP and proceed next step to reset your login password."
Login/Account Related,Getting error stating that User already registered,I am getting mobile number already registered error.,"If your getting mobile number or the email ID is already registered error, then please select the ""Forgot Password"" option in the login page. Enter your registered email id or mobile no. You will receive an OTP on both the email ID and mobile associated with email/mobile you entered. Enter the OTP and proceed next step to reset your login password."
Login/Account Related,Getting error stating that User already registered,I am getting email ID is registered error.,"If your getting mobile number or the email ID is already registered error, then please select the ""Forgot Password"" option in the login page. Enter your registered email id or mobile no. You will receive an OTP on both the email ID and mobile associated with email/mobile you entered. Enter the OTP and proceed next step to reset your login password."
Login/Account Related,Getting error stating that User already registered,I am getting mobile no. is registered error.,"If your getting mobile number or the email ID is already registered error, then please select the ""Forgot Password"" option in the login page. Enter your registered email id or mobile no. You will receive an OTP on both the email ID and mobile associated with email/mobile you entered. Enter the OTP and proceed next step to reset your login password."
Login/Account Related,Getting error stating that User already registered,I am getting mobile number is registered error.,"If your getting mobile number or the email ID is already registered error, then please select the ""Forgot Password"" option in the login page. Enter your registered email id or mobile no. You will receive an OTP on both the email ID and mobile associated with email/mobile you entered. Enter the OTP and proceed next step to reset your login password."
Login/Account Related,Deactivate/Disable my account,I want to deactivate/disable/delete my account. Please help.,"Currently, there is no option to delete or disable your account on Abhibus. However, you can choose to discontinue using the account you want to disable."
Login/Account Related,Deactivate/Disable my account,How do I deactivate/disable/delete my account?,"Currently, there is no option to delete or disable your account on Abhibus. However, you can choose to discontinue using the account you want to disable."
Login/Account Related,Deactivate/Disable my account,Can you help me delete/disable/deactivate my account?,"Currently, there is no option to delete or disable your account on Abhibus. However, you can choose to discontinue using the account you want to disable."
Login/Account Related,Add co-passengers names in my profile,I want to add the names of co-passengers in my profile. How can I do that?,"Login and goto the 'My Account' page. In the mobile apps & mobile website, the add/update passenger section is under the profile section. In the Abhibus website, the add/update passenger section is under the passenger section in the dashboard. Once you select the passenger section, enter the details such as first name, last name, age, the gender of the passenger. Lastly, save the passenger details.<br><br>When you save the passenger details, in the booking process you will be provided with the option to select from the Saved Passenger list."
Login/Account Related,Edit my profile,"I want to edit my profile details. Please help.

","Log in and go to your profile page. Change the necessary details and save.<br>If the case of any issue, please send us an email at support@abhibus.com with the screenshot and the details of the error. Our team will check and resolve the issue."
Login/Account Related,Edit my profile,How to edit my profile?,"Log in and go to your profile page. Change the necessary details and save.<br>If the case of any issue, please send us an email at support@abhibus.com with the screenshot and the details of the error. Our team will check and resolve the issue."
Login/Account Related,Edit my profile,Can I edit my profile?,"Log in and go to your profile page. Change the necessary details and save.<br>If the case of any issue, please send us an email at support@abhibus.com with the screenshot and the details of the error. Our team will check and resolve the issue."
Login/Account Related,Edit my profile,Can you help me edit my profile?,"Log in and go to your profile page. Change the necessary details and save.<br>If the case of any issue, please send us an email at support@abhibus.com with the screenshot and the details of the error. Our team will check and resolve the issue."
Login/Account Related,"View my trips (upcoming, past and cancelled)",How can I view my trips: Upcoming / Past / Cancelled? Please help.,"Please login to the Abhibus App and website. Then go to the Bookings sections, to view your Upcoming, Past and Cancelled Trips."
Login/Account Related,"View my trips (upcoming, past and cancelled)",Where can I find/see/check my past trips?,"Please login to the Abhibus App and website. Then go to the Bookings sections, to view your Upcoming, Past and Cancelled Trips."
Login/Account Related,"View my trips (upcoming, past and cancelled)",Where can I find/see/check my cancelled trips?,"Please login to the Abhibus App and website. Then go to the Bookings sections, to view your Upcoming, Past and Cancelled Trips."
Login/Account Related,"View my trips (upcoming, past and cancelled)",Where can I find/see/check my upcoming trips?,"Please login to the Abhibus App and website. Then go to the Bookings sections, to view your Upcoming, Past and Cancelled Trips."
Login/Account Related,"View my trips (upcoming, past and cancelled)",Can you help me view/see/check my cancelled trips?,"Please login to the Abhibus App and website. Then go to the Bookings sections, to view your Upcoming, Past and Cancelled Trips."
Login/Account Related,"View my trips (upcoming, past and cancelled)",Can you help me view/see/check my upcoming trips?,"Please login to the Abhibus App and website. Then go to the Bookings sections, to view your Upcoming, Past and Cancelled Trips."
Login/Account Related,"View my trips (upcoming, past and cancelled)",Can you help me view/see/check my past trips?,"Please login to the Abhibus App and website. Then go to the Bookings sections, to view your Upcoming, Past and Cancelled Trips."
Login/Account Related,How to save cards in my profile,"How can I save my debit/credit card/payment details in my profile?
",You can save your debit/credit card details while making a transaction with Abhibus. Enter your credit or debit card credentials and select the save your card option in the card details page while making the payment for your booking. Your card details get saved against your account.<br>Saved Cards option will help you in making payments quickly as you need not enter all the card details. You will only have to enter CVV and OTP while making payments through your saved cards.
Login/Account Related,How to save cards in my profile,I want to save my debit/credit card/payment details in my profile?,You can save your debit/credit card details while making a transaction with Abhibus. Enter your credit or debit card credentials and select the save your card option in the card details page while making the payment for your booking. Your card details get saved against your account.<br>Saved Cards option will help you in making payments quickly as you need not enter all the card details. You will only have to enter CVV and OTP while making payments through your saved cards.
Login/Account Related,How to save cards in my profile,Can I save my debit/credit card/payment details in my profile?,You can save your debit/credit card details while making a transaction with Abhibus. Enter your credit or debit card credentials and select the save your card option in the card details page while making the payment for your booking. Your card details get saved against your account.<br>Saved Cards option will help you in making payments quickly as you need not enter all the card details. You will only have to enter CVV and OTP while making payments through your saved cards.
Login/Account Related,How to save cards in my profile,Can you help me save my credit/debit card/payment details?,You can save your debit/credit card details while making a transaction with Abhibus. Enter your credit or debit card credentials and select the save your card option in the card details page while making the payment for your booking. Your card details get saved against your account.<br>Saved Cards option will help you in making payments quickly as you need not enter all the card details. You will only have to enter CVV and OTP while making payments through your saved cards.
Login/Account Related,Edit/Remove saved cards,How can I edit/remove/delete the saved card details from my profile?,"You cannot edit the card details you have already saved. However, you can delete the card details you wish to edit and save the new card details while making a transaction. Log-in and go to your ""My Account"" page. Select the saved cards section to view all the cards you have saved. Now, select the ""Delete"" option against the card you want to delete."
Login/Account Related,Edit/Remove saved cards,I want to edit /remove/delete the saved card details from my profile.,"You cannot edit the card details you have already saved. However, you can delete the card details you wish to edit and save the new card details while making a transaction. Log-in and go to your ""My Account"" page. Select the saved cards section to view all the cards you have saved. Now, select the ""Delete"" option against the card you want to delete."
Login/Account Related,Edit/Remove saved cards,Can I edit/remove/delete the saved card details from my profile?,"You cannot edit the card details you have already saved. However, you can delete the card details you wish to edit and save the new card details while making a transaction. Log-in and go to your ""My Account"" page. Select the saved cards section to view all the cards you have saved. Now, select the ""Delete"" option against the card you want to delete."
Login/Account Related,Edit/Remove saved cards,Can you help me edit/remove/delete the saved card details from my profile?,"You cannot edit the card details you have already saved. However, you can delete the card details you wish to edit and save the new card details while making a transaction. Log-in and go to your ""My Account"" page. Select the saved cards section to view all the cards you have saved. Now, select the ""Delete"" option against the card you want to delete."
Login/Account Related,Is it safe to save card details against the login,Is it safe to save my debit/credit card details in my profile?,The security of your account information is of the utmost importance to us. It's at the center of our data security measures. We work with the best payment gateways that use encryption and tokenization mechanism to keep the data safe.
Login/Account Related,Is it safe to save card details against the login,Is it unsafe to save my debit/credit card details in my profile?,The security of your account information is of the utmost importance to us. It's at the center of our data security measures. We work with the best payment gateways that use encryption and tokenization mechanism to keep the data safe.
Login/Account Related,Any other query,My question is not listed. What should I do?,Please send the details of your query at support@abhibus.com. Please provide all the information in detail so that it helps our team to provide a quicker resolution to you.
abhicash Related,What is Abhicash,"What is Abhicash? Can you explain?
","Abhicash is a booking currency introduced by Abhibus. It is a quick and easy way to manage your cashback and refunds with Abhibus. You can park your ticket cancellation refund in Abhicash and use the same for future bookings across all Abhibus platform. You can also add money to your Abhicash wallet from your Credit Card, Debit Card, Net banking and Digital Wallets.<br>Once you register with Abhibus, your Abhicash account will automatically get created."
abhicash Related,What is Abhicash,What is Abhicash?,"Abhicash is a booking currency introduced by Abhibus. It is a quick and easy way to manage your cashback and refunds with Abhibus. You can park your ticket cancellation refund in Abhicash and use the same for future bookings across all Abhibus platform. You can also add money to your Abhicash wallet from your Credit Card, Debit Card, Net banking and Digital Wallets.<br>Once you register with Abhibus, your Abhicash account will automatically get created."
abhicash Related,How to create Abhicash account,How to create Abhicash account?,Your Abhicash account automatically gets created when you register in Abhibus for the first time.
abhicash Related,How to create Abhicash account,I want to create an Abhicash account.,Your Abhicash account automatically gets created when you register in Abhibus for the first time.
abhicash Related,How to create Abhicash account,Can you help me create an Abhicash account?,Your Abhicash account automatically gets created when you register in Abhibus for the first time.
abhicash Related,How to add money to Abhicash,How can I add money to my Abhicash account?,"Please login to view the Abhicash page.<br>In the Abhibus website go to the ""My Account"" page. Select Abhicash option under ""Dashboard"" to go to the Abhicash page. For mobile Apps and mobile Website, you can access the Abhicash page from the homepage tab bar at the bottom of the screen.<br>Select the ""Add Money"" option on the Abhicash page and enter the desired amount (from Rs.10 to Rs.10,000). Choose your preferred payment option and complete the payment. Your Abhicash account will be recharged once you complete the transaction."
abhicash Related,How to add money to Abhicash,I want to add money to my Abhicash account.,"Please login to view the Abhicash page.<br>In the Abhibus website go to the ""My Account"" page. Select Abhicash option under ""Dashboard"" to go to the Abhicash page. For mobile Apps and mobile Website, you can access the Abhicash page from the homepage tab bar at the bottom of the screen.<br>Select the ""Add Money"" option on the Abhicash page and enter the desired amount (from Rs.10 to Rs.10,000). Choose your preferred payment option and complete the payment. Your Abhicash account will be recharged once you complete the transaction."
abhicash Related,How to add money to Abhicash,Can you help me add money to my Abhicash account?,"Please login to view the Abhicash page.<br>In the Abhibus website go to the ""My Account"" page. Select Abhicash option under ""Dashboard"" to go to the Abhicash page. For mobile Apps and mobile Website, you can access the Abhicash page from the homepage tab bar at the bottom of the screen.<br>Select the ""Add Money"" option on the Abhicash page and enter the desired amount (from Rs.10 to Rs.10,000). Choose your preferred payment option and complete the payment. Your Abhicash account will be recharged once you complete the transaction."
abhicash Related,What is non-promotional Abhicash,"What does it mean by 'non-promotional' Abhicash?





","Non-promotional Abhicash is the measure of actual currency you have in your account. You can add Non-promotional abhicash to your Abhicash account through the following ways-<br>1. Through the ""Add Money"" option in the Abhicash page, where you can add money through your bank/credit or debit card.<br>2. Choose 'Refunds to Abhicash' option when you cancel a ticket, whose complete or partial payment was made through net banking, credit card, debit card or wallet.<br>3. If your friends transfer their non-promotional Abhicash to your account. Only non-promotional Abhicash can be transferred."
abhicash Related,What is non-promotional Abhicash,What does it mean by 'non-promotional' Abhicash?,"Non-promotional Abhicash is the measure of actual currency you have in your account. You can add Non-promotional abhicash to your Abhicash account through the following ways-<br>1. Through the ""Add Money"" option in the Abhicash page, where you can add money through your bank/credit or debit card.<br>2. Choose 'Refunds to Abhicash' option when you cancel a ticket, whose complete or partial payment was made through net banking, credit card, debit card or wallet.<br>3. If your friends transfer their non-promotional Abhicash to your account. Only non-promotional Abhicash can be transferred."
abhicash Related,What is non-promotional Abhicash,What do you mean by non-promotional Abhicash?,"Non-promotional Abhicash is the measure of actual currency you have in your account. You can add Non-promotional abhicash to your Abhicash account through the following ways-<br>1. Through the ""Add Money"" option in the Abhicash page, where you can add money through your bank/credit or debit card.<br>2. Choose 'Refunds to Abhicash' option when you cancel a ticket, whose complete or partial payment was made through net banking, credit card, debit card or wallet.<br>3. If your friends transfer their non-promotional Abhicash to your account. Only non-promotional Abhicash can be transferred."
abhicash Related,What is non-promotional Abhicash,What is non promotional?,"Non-promotional Abhicash is the measure of actual currency you have in your account. You can add Non-promotional abhicash to your Abhicash account through the following ways-<br>1. Through the ""Add Money"" option in the Abhicash page, where you can add money through your bank/credit or debit card.<br>2. Choose 'Refunds to Abhicash' option when you cancel a ticket, whose complete or partial payment was made through net banking, credit card, debit card or wallet.<br>3. If your friends transfer their non-promotional Abhicash to your account. Only non-promotional Abhicash can be transferred."
abhicash Related,What is non-promotional Abhicash,What is non-promotional abhicash?,"Non-promotional Abhicash is the measure of actual currency you have in your account. You can add Non-promotional abhicash to your Abhicash account through the following ways-<br>1. Through the ""Add Money"" option in the Abhicash page, where you can add money through your bank/credit or debit card.<br>2. Choose 'Refunds to Abhicash' option when you cancel a ticket, whose complete or partial payment was made through net banking, credit card, debit card or wallet.<br>3. If your friends transfer their non-promotional Abhicash to your account. Only non-promotional Abhicash can be transferred."
abhicash Related,What is promotional Abhicash,"What does it mean by 'promotional' Abhicash?




",Promotional Abhicash is the amount that gets added in your Abhicash account by using promotional coupon codes of Abhibus.
abhicash Related,What is promotional Abhicash,What does it mean by 'promotional' Abhicash?,Promotional Abhicash is the amount that gets added in your Abhicash account by using promotional coupon codes of Abhibus.
abhicash Related,What is promotional Abhicash,What do you mean by promotional Abhicash?,Promotional Abhicash is the amount that gets added in your Abhicash account by using promotional coupon codes of Abhibus.
abhicash Related,What is promotional Abhicash,What is promotional?,Promotional Abhicash is the amount that gets added in your Abhicash account by using promotional coupon codes of Abhibus.
abhicash Related,What is promotional Abhicash,What is promotional abhicash?,Promotional Abhicash is the amount that gets added in your Abhicash account by using promotional coupon codes of Abhibus.
abhicash Related,What is validity of non-promotional Abhicash,"What is the validity of 'non-promotional' Abhicash?


",There is no expiry/validity of non-promotional Abhicash. You can use it anytime for any booking on Abhibus.
abhicash Related,What is validity of non-promotional Abhicash,Does non promotional abhicash expire?,There is no expiry/validity of non-promotional Abhicash. You can use it anytime for any booking on Abhibus.
abhicash Related,What is validity period of promotional Abhicash,"What is the validity of 'promotional' Abhicash?


","Promotional Abhicash earned by availing Abhibus's promotional offers expires in 90 days from the date of credit. However, promotional Abhicash received from Abhibus against ticket cancellation will be valid for 30 days from the date of credit."
abhicash Related,What is validity period of promotional Abhicash,Does promotional abhicash expire?,"Promotional Abhicash earned by availing Abhibus's promotional offers expires in 90 days from the date of credit. However, promotional Abhicash received from Abhibus against ticket cancellation will be valid for 30 days from the date of credit."
abhicash Related,How do I redeem Abhicash during booking,"How can I redeem my Abhicash while booking a ticket?


","Please make sure that the option ""Use Abhicash"" is checked on the payment page before making payment. Abhicash eligible for deduction will be automatically calculated and deducted from your Abhicash account for the ticket fare. Post which you will only need to pay the difference amount from your credit/debit card or internet banking."
abhicash Related,How do I redeem Abhicash during booking,How to use Abhicash while booking a ticket?,"Please make sure that the option ""Use Abhicash"" is checked on the payment page before making payment. Abhicash eligible for deduction will be automatically calculated and deducted from your Abhicash account for the ticket fare. Post which you will only need to pay the difference amount from your credit/debit card or internet banking."
abhicash Related,How do I redeem Abhicash during booking,How to use Abhicash?,"Please make sure that the option ""Use Abhicash"" is checked on the payment page before making payment. Abhicash eligible for deduction will be automatically calculated and deducted from your Abhicash account for the ticket fare. Post which you will only need to pay the difference amount from your credit/debit card or internet banking."
abhicash Related,Unable to redeem full amount from Abhicash during booking,"I am unable to redeem my full amount from my Abhicash while booking a ticket. Why?



","You may not be able to redeem the entire promotional Abhicash against a booking. There are usage restrictions on Promotional Abhicash balance. However, you can use all the non-promotional Abhicash balances at any time to make a booking on Abhibus."
abhicash Related,Unable to redeem full amount from Abhicash during booking,Why can't I redeem the entire balance of my Abhicash account?,"You may not be able to redeem the entire promotional Abhicash against a booking. There are usage restrictions on Promotional Abhicash balance. However, you can use all the non-promotional Abhicash balances at any time to make a booking on Abhibus."
abhicash Related,Unable to redeem full amount from Abhicash during booking,I cannot redeem the entire abhicash balance. Why?,"You may not be able to redeem the entire promotional Abhicash against a booking. There are usage restrictions on Promotional Abhicash balance. However, you can use all the non-promotional Abhicash balances at any time to make a booking on Abhibus."
abhicash Related,Unable to redeem full amount from Abhicash during booking,Why can't I redeem all the abhicash balance?,"You may not be able to redeem the entire promotional Abhicash against a booking. There are usage restrictions on Promotional Abhicash balance. However, you can use all the non-promotional Abhicash balances at any time to make a booking on Abhibus."
abhicash Related,Unable to redeem full amount from Abhicash during booking,I can't redeem all the abhicash balance.,"You may not be able to redeem the entire promotional Abhicash against a booking. There are usage restrictions on Promotional Abhicash balance. However, you can use all the non-promotional Abhicash balances at any time to make a booking on Abhibus."
abhicash Related,Booking failed but Abhicash Account debited,My transaction has been unsuccessful but the amount has been debited/taken from my Abhicash. Why? ,"If your booking/transaction has failed and Abhicash is deducted then it will be automatically reversed to your Abhicash in 15-20 minutes.<br>If the abhicash amount deducted is not credited back within 15-20 mins, please reach out to us on our customer care number to check the failed transaction status."
abhicash Related,Refund to Abhicash on ticket cancellation,"How can I get the amount to be refunded in my Abhicash?

","If you booked your ticket as a logged-in user, you have an option to select the 'Refund to Abhicash' option while canceling your ticket. In the cancel booking page, select the 'Refund to Abhicash' option and then select 'Yes' to cancel your ticket. The refund amount gets instantly credited to your Abhicash account on successful ticket cancellation."
abhicash Related,Refund to Abhicash on ticket cancellation,How can I get the refund amount in my Abhicash account?,"If you booked your ticket as a logged-in user, you have an option to select the 'Refund to Abhicash' option while canceling your ticket. In the cancel booking page, select the 'Refund to Abhicash' option and then select 'Yes' to cancel your ticket. The refund amount gets instantly credited to your Abhicash account on successful ticket cancellation."
abhicash Related,Transfer money to bank account from Abhicash,Can I transfer my Abhicash to my bank account?,"No, you cannot transfer your Abhicash balance to your bank account."
abhicash Related,Transfer money to bank account from Abhicash,Can you help me transfer my Abhicash to my bank account?,"No, you cannot transfer your Abhicash balance to your bank account."
abhicash Related,Abhicash redemption or usage limit,"Is there a limit on the usage of my Abhicash?





","The usage limits of promotional Abhicash and non-promotional Abhicash are as follows-<br>1. You can use 100% of the non-promotional Abhicash balance for booking tickets on Abhibus.<br>2. For private bus operators, you can use 5% of ticket base fare or maximum ₹50 from your promotional Abhicash balance. For government bus operators, you can use 5% of ticket base fare or maximum ₹25 from your non-promotional Abhicash balance."
abhicash Related,Abhicash redemption or usage limit,Are there any abhicash usage limits?,"The usage limits of promotional Abhicash and non-promotional Abhicash are as follows-<br>1. You can use 100% of the non-promotional Abhicash balance for booking tickets on Abhibus.<br>2. For private bus operators, you can use 5% of ticket base fare or maximum ₹50 from your promotional Abhicash balance. For government bus operators, you can use 5% of ticket base fare or maximum ₹25 from your non-promotional Abhicash balance."
abhicash Related,Abhicash redemption or usage limit,What is the usage limit of abhicash?,"The usage limits of promotional Abhicash and non-promotional Abhicash are as follows-<br>1. You can use 100% of the non-promotional Abhicash balance for booking tickets on Abhibus.<br>2. For private bus operators, you can use 5% of ticket base fare or maximum ₹50 from your promotional Abhicash balance. For government bus operators, you can use 5% of ticket base fare or maximum ₹25 from your non-promotional Abhicash balance."
abhicash Related,Abhicash redemption or usage limit,Usage limit of abhicash.,"The usage limits of promotional Abhicash and non-promotional Abhicash are as follows-<br>1. You can use 100% of the non-promotional Abhicash balance for booking tickets on Abhibus.<br>2. For private bus operators, you can use 5% of ticket base fare or maximum ₹50 from your promotional Abhicash balance. For government bus operators, you can use 5% of ticket base fare or maximum ₹25 from your non-promotional Abhicash balance."
abhicash Related,Abhicash redemption or usage limit,What is max Limit of Abhicash.,"The usage limits of promotional Abhicash and non-promotional Abhicash are as follows-<br>1. You can use 100% of the non-promotional Abhicash balance for booking tickets on Abhibus.<br>2. For private bus operators, you can use 5% of ticket base fare or maximum ₹50 from your promotional Abhicash balance. For government bus operators, you can use 5% of ticket base fare or maximum ₹25 from your non-promotional Abhicash balance."
abhicash Related,Amount deducted from Bank/Wallet but Abhicash top-up not added,"The amount has been debited from my bank / wallet account by my Abhicash has not been recharged or topped-up. Why?





","Your abhicash account might not have recharged due to fluctuations in bank networks or poor internet connectivity. In most cases, you'll need to select a different mode of payment or connect to a better internet network to complete your transaction.<br>Please read the following for the next steps-<br>1. If the Abhicash recharge amount got deducted and Abhibus received it, the amount will be auto refunded within an hour. You can go ahead and recharge your Abhicash account.<br>2. If the Abhicash recharge amount got deducted and Abhibus did not receive it, your bank might have put a hold on the payment. Your bank may release hold on such payments in 24 to 48 hours. You can go ahead and add a new top-up."
